"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97885225708363","4.9941805029068","5.56413107418318","6.4703849694674","6.79476129532465","7.16376370047878","7.48703309648295","7.9809081797034","8.43387101333839","8.41411657175433","9.24013212320813","9.99658178702271","10.4290754445257","10.5310203406405","10.9236474720007","10.6391174033712","10.2912890755968","10.3034034989196","10.4863493305159","9.93019683042206","10.0959372214423","9.88246141163578","10.0279852689061","10.2353166788374","10.5759329377844","10.3625319107511","10.1096671303468","9.69697029083835","9.89013869057047","11.5004606669104","11.4387269743013","11.6581220811768",
"Early-demographic dividend","EAR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5148443547604","11.6870961181032","12.0670588100436","12.6495189384046","13.357721910688","13.2847290987679","13.2397120888436","13.6105976564616","14.0513981414681","14.3894314394717","14.6728053747451","15.1165678857717","15.1507982029632","15.1910085954989","15.4748061391663","15.2633122605082","15.1727316163259","15.2870711583321","15.9213070172091","16.1333646991274","16.3795371517602","16.8608970581231","17.4404768248072","17.7499810683471","18.5405541672136","18.8733489596585","19.1881704598566","19.5614200002889","17.9724314647729","22.0877175343049","18.9597013377761","18.2456770472458",
"East Asia & Pacific","EAS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.11681147897977","5.15928624511237","5.72406950292355","6.51622717143848","6.81174769572846","7.18844321144519","7.50997393874312","8.21642785928634","8.65472244708562","8.52482140118513","9.31932622332721","10.020811047069","10.4389932449833","10.4977374145059","10.8087761209058","10.5164703538576","10.1580113549922","10.1710278299439","10.490315451725","9.95449553841475","10.0496076553556","9.84400792287664","9.93525708351275","10.1196748404379","10.4219030080107","10.2080650885846","9.94263620747043","9.51764162335494","9.69588008745004","11.2526613130074","11.0985993482165","11.2287181497984",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9845443407686","11.9087065143285","13.3586544932271","15.3419791882972","17.6973577276577","19.3546468467793","21.2401233340025","23.5260196154875","22.7800059938226","20.766830398993","19.9412330080841","19.1050220718621","19.3938059820418","18.9958515154198","17.7118829236265","16.8335493566735","15.5067872373565","15.2196708710281","18.4670435815383","17.6147148746172","16.3080075806223","15.9841784356476","15.9406761636537","16.6968585563105","17.3247927300299","17.3631449720175","17.021343844163","16.9081536054907","17.3260029995787","18.3886021557608","17.4451149064286","",
"Europe & Central Asia","ECS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8609955614895","15.8579892647405","18.2687146517143","19.7758657205909","20.5193702548538","21.2786753114902","21.5388950803322","21.8601355803493","21.5874981591944","20.0733229994232","19.1100239805718","19.0617718381865","19.3222010462817","19.3304332279002","18.72848833412","17.5955902828473","15.9045551096162","15.7454896607351","19.5959214414056","19.7494546882143","19.5132081538294","20.289508252423","20.753198524409","20.5162345407014","19.9359961344165","19.1173770682368","17.8957818698324","16.9148045651214","16.5872286682801","18.1224137139098","17.5586148208904","15.2873401886484",
"Ecuador","ECU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.434","9.67","9.723","9.571","9.79","9.87","9.72","9.644","10.37","9.79","8.552","9.621","10.842","10.185","7.849","7.917","6.993","9.152","9.852","9.268","8.891","8.526","8.329","9.043","8.84","10.37","8.483","7.964","8.73","11.079","9.146","8.649",
"Egypt, Arab Rep.","EGY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.125","24.629","30.24","30.472","30.523","25.259","23.79","23.142","20.343","24.844","27.474","26.249","29.408","28.356","31.172","30.402","25.001","25.437","25.127","24.499","29.356","34.379","34.102","32.206","34.188","33.689","32.703","26.323","20.707","18.423","17.817","17.103",
"Euro area","EMU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0248736534348","18.9886730261795","22.9532905928811","24.9590327116229","24.6509108820701","25.2351980635913","24.8472165288198","22.9789874806086","21.7502661209336","19.2873979397843","17.2653511122639","17.6024300819303","17.9585796824762","18.6011115987209","18.8683531521639","17.6564068710699","16.0857705642297","16.615970889561","21.4920623473122","22.52416909474","23.1792617489905","25.8453069744074","27.1457302879218","26.8046224905822","25.352796200453","23.9100268251635","21.5961169261718","19.621733864187","18.277420716304","20.2563296721392","19.626195998819","16.6554217919668",
"Eritrea","ERI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.256","9.407","9.439","9.437","9.263","9.281","9.536","9.651","9.759","9.788","9.964","10.062","10.109","10.02","10.124","10.121","10.166","10.054","10.18","10.712","10.373","10.158","10.008","10.018","10.179","10.162","10.142","9.824","9.805","12.264","11.305","11.09",
"Spain","ESP","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.629","32.943","42.099","44.784","41.721","41.666","38.93","35.313","29.048","25.216","20.7","21.534","22.305","22.477","19.639","17.881","18.09","24.455","37.743","41.494","46.188","52.868","55.47","53.202","48.356","44.471","38.574","34.352","32.531","38.28","34.8","28.339",
"Estonia","EST","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.414","7.387","10.861","11.334","13.944","15.785","18.434","14.836","22.045","21.115","23.842","20.199","26.717","25.614","15.124","12.104","10.091","12.022","27.42","32.937","22.387","20.852","18.704","14.963","14.333","14.118","12.18","12.063","11.619","18.422","16.64","20.154",
"Ethiopia","ETH","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.721","4.717","4.556","4.61","4.764","4.887","5.119","5.331","5.42","5.114","4.799","4.543","4.264","3.87","3.584","3.567","3.541","3.523","3.512","3.472","3.462","3.46","3.436","3.722","4.012","4.305","4.6","4.899","5.201","6.647","6.135","6.327",
"European Union","EUU","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8120723108781","19.9710431071952","23.4578089446631","24.8059330651965","24.1418747964063","24.3301193753743","23.2268167920867","21.6561057251815","21.9279690186617","20.9226737863249","20.0022380458781","20.7014344561443","20.73703832003","21.2994619790863","21.1251210635771","19.3599640160192","16.8736120174975","16.6933811633746","21.2911272887718","22.6484493578629","23.4675065649529","25.6531690363662","26.7714480566206","25.8562335016243","24.0903012830636","22.3437630967743","20.0407659413017","18.092074189536","16.8941395289379","18.8470853453223","18.6738166048","15.8189284343187",
"Fragile and conflict affected situations","FCS","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.74864528210039","9.61511651123009","9.60502460528857","9.79912892547181","10.4719110140742","10.8966737084181","11.1144752354759","11.4158531451564","11.712698294131","11.7647031827182","11.7937048522898","11.8449502771128","11.7046537415282","11.5112267177249","11.1942442597686","11.0413884572771","10.9998043384355","11.0822504503986","10.9405645138013","11.3274858183851","11.4947517794483","11.5785662977112","11.6530103435859","11.9376411859218","12.1676346966422","12.4765490377219","12.8058249916369","13.0183443506634","13.2765151881083","14.9851037224089","14.8251327782116","14.4916288617492",
"Finland","FIN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.939","24.492","30.8","31.164","40.63","41.177","35.211","34.35","29.8","29.655","27.798","29.505","28.943","28.377","19.966","18.61","16.416","16.347","21.397","21.265","19.938","18.863","19.805","20.436","22.343","20.062","20.042","16.943","17.084","21.216","17.031","14.471",
"Fiji","FJI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.836","10.495","10.739","10.65","10.804","10.726","11.157","11.034","10.711","11.351","11.265","11.333","11.601","11.529","9.578","10.194","11.003","11.602","12.433","12.896","13.617","13.969","14.032","14.244","14.555","14.927","14.911","15.145","15.455","16.628","16.469","14.896",
"France","FRA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.505","21.418","25.22","28.413","26.779","27.273","28.628","25.936","26.123","20.512","17.936","18.863","17.204","19.693","20.219","21.27","18.77","18.248","22.886","22.468","21.878","23.579","24.009","24.196","24.675","24.468","22.15","20.763","19.509","20.161","18.862","17.751",
"Faroe Islands","FRO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.899","43.44","43.303","42.132","40.976","39.974","38.898","38.04","37.589","36.452","35.47","34.733","33.849","33.111","32.269","33.27","33.784","34.848","35.46","35.915","35.963","36.068","36.088","36.152","36.177","36.188","36.194","36.131","35.976","38.517","37.523","36.89",
"United Kingdom","GBR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.877","15.67","17.489","16.362","15.543","14.928","13.557","12.414","12.364","11.938","10.259","10.837","11.262","10.618","12.62","13.816","14.175","14.918","18.978","19.732","21.147","21.046","20.495","16.796","14.508","12.89","11.99","11.19","11.039","13.438","12.774","9.944",
"Georgia","GEO","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.832","9.653","9.634","14.952","13.423","20.153","20.136","25.539","24.194","20.763","19.807","27.222","24.383","27.705","27.873","29.674","31.035","36.86","43.299","40.942","41.445","37.917","40.952","37.941","36.424","35.667","28.995","29.64","30.011","30.784","30.858","29.069",
"Ghana","GHA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.541","7.453","8.29","9.192","10.046","10.91","11.807","12.683","15.608","16.169","14.956","13.744","12.532","11.329","10.122","8.898","9.482","9.912","10.594","11.083","8.869","6.878","4.764","9.501","14.283","10.362","6.333","6.451","6.532","7.341","7.16","7.137",
"Gibraltar","GIB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.241","6.179","6.1","6.07","6.011","5.961","5.899","5.873","5.819","5.788","5.713","5.633","5.765","5.819","5.881","5.983","5.962","6.08","6.244","6.22","6.285","6.359","6.477","6.566","6.652","6.617","6.718","6.883","6.992","8.529","7.931","7.893",
"Gambia, The","GMB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.106","12.112","12.147","12.258","12.293","12.311","12.301","12.371","12.354","12.41","12.442","12.663","12.506","12.556","12.803","12.821","12.802","12.791","12.839","12.912","13.266","13.043","12.12","11.222","10.149","9.203","8.184","7.18","7.272","8.851","8.325","8.062",
"Guinea-Bissau","GNB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.797","4.781","4.735","4.695","4.659","4.584","4.584","4.759","4.567","4.521","4.52","4.519","4.493","4.463","4.438","4.43","4.405","4.384","4.359","4.326","4.278","4.294","4.236","4.211","4.15","4.109","4.071","4.05","4.085","4.898","4.671","4.569",
"Equatorial Guinea","GNQ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.826","14.141","14.369","14.529","14.651","14.871","15.103","15.176","15.262","15.242","15.414","15.429","15.387","15.134","15.018","14.852","14.841","14.746","15.073","15.973","15.705","15.612","15.522","15.641","15.934","16.003","16.129","15.811","15.939","18.117","17.177","16.512",
"Greece","GRC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.902","24.32","26.24","27.127","27.304","30.466","30.449","29.208","31.229","29.115","27.912","25.787","25.373","26.048","25.726","24.955","22.668","21.81","25.63","32.846","44.531","55.154","58.133","52.286","49.679","47.104","43.393","39.686","35.038","34.821","35.274","30.048",
"Grenada","GRD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.778","4.729","4.731","4.703","4.654","4.673","4.611","4.572","4.575","4.557","4.561","4.502","4.504","5.357","5.347","5.284","5.252","5.325","5.384","5.309","4.93","4.62","5.537","5.725","5.621","5.603","4.955","4.687","4.466","6.521","5.653","5.048",
"Guam","GUM","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.332","8.19","11.975","16.781","17.653","18.743","22.193","17.911","32.642","36.41","31.385","27.075","22.965","18.171","16.139","16.676","19.52","20.344","21.537","19.048","31.051","27.767","26.129","17.26","15.627","12.202","12.282","12.493","12.424","14.762","13.805","13.635",
"Guyana","GUY","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.215","27.675","27.408","26.962","26.649","26.149","25.801","25.634","25.111","24.84","24.343","23.957","23.406","22.732","22.111","21.339","21.664","22.155","22.447","22.795","23.107","23.471","23.893","24.347","24.804","25.192","25.706","26.156","27.005","30.905","29.457","25.404",
"High income","HIC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2960530154733","15.0727892907045","16.3945632703499","16.5888052405125","16.1564924641645","16.3433124575362","15.734468095625","15.3567013438032","15.4124901385212","14.5382844378447","14.5593451734466","15.4308062215033","15.7890182180155","15.7485221705369","15.4833605032393","14.5764116066544","13.4426586613359","14.0674036220868","17.8005739072086","18.2852166207888","18.0701465429804","18.3871237227888","18.4346241702174","17.3221901552857","15.9844205633528","14.782239889756","13.8041612573156","12.7812640923757","12.2336731720516","15.8335618009477","13.5537779560547","11.4188330354719",
"Hong Kong SAR, China","HKG","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.148","4.268","4.446","4.315","6.841","6.624","5.183","10.453","14.046","11.065","11.217","14.84","14.863","12.09","10.684","10.399","8.993","8.538","12.522","12.145","9.293","9.264","9.479","9.234","10.454","9.749","8.548","8.743","8.521","15.521","12.769","12.963",
"Honduras","HND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.191","5.468","5.557","5.714","5.735","7.673","5.83","7.049","6.694","6.728","6.979","7.058","9.35","10.638","8.743","6.19","5.512","5.545","6.01","7.534","8.09","6.987","9.86","11.899","11.09","12.625","10.79","10.463","10.457","16.909","13.524","12.266",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.21917703923937","9.27250567061224","9.24109976167939","9.17766964163859","9.02772607728337","9.06193717228563","9.0553741958978","9.08744385671683","9.26711587396256","9.35695749620491","9.31810026570585","9.31237518456711","9.3498333525444","9.22724023372211","9.08103997753575","8.99041387229302","8.90559723413415","8.83908572120957","8.86688334902077","9.36728573001571","9.38490637529535","9.07583174877121","8.68679068486532","8.73033730197794","9.09868402208819","9.09610047698022","9.22618728393284","9.09276643790545","9.11277832905295","10.3752170843716","9.52539468223826","9.43301559580293",
"Croatia","HRV","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.424","38.497","35.884","34.016","31.345","28.778","27.841","31.574","36.342","41.47","39.341","36.104","35.521","32.36","31.911","28.605","25.027","23.591","25.154","32.298","36.616","42.06","50.018","45.542","42.396","31.291","27.398","23.752","16.676","21.152","21.947","17.563",
"Haiti","HTI","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.85","17.104","17.185","17.405","17.004","17.18","17.259","17.317","17.359","20.315","23.074","25.739","28.346","31.167","33.626","36.482","39.234","38.062","36.71","35.824","34.139","32.97","32.734","32.755","32.615","32.533","32.409","32.33","32.271","35.265","34.132","34.027",
"Hungary","HUN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.298","18.601","22.758","20.814","18.652","19.335","16.866","15.229","12.281","12.297","10.68","11.402","12.834","14.36","19.331","19.086","18.004","19.482","26.355","26.355","25.94","28.139","26.52","20.364","17.234","12.884","10.69","10.159","11.383","12.747","13.492","10.222",
"IBRD only","IBD","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.82315927122587","9.98802972625793","10.5369795474074","11.3310024416925","12.1703774739403","12.4939538808541","12.800967532715","13.4482006299478","14.0018860955276","14.1409823762604","14.5387583929168","15.0391970019116","15.3120065172399","15.1322257746666","15.2554716620513","15.0090649269226","14.7144691103597","14.8323178134827","15.734879922777","15.8136033013375","16.0138478108352","16.3060590929147","16.7038685744296","17.18874376068","17.9992489254814","18.6975096599257","18.9485917781205","19.096808525734","17.9814516512187","21.8840077186769","19.0627455232142","18.3323230163647",
"IDA & IBRD total","IBT","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4949826757243","9.6395432018153","10.1006557605498","10.7389385260642","11.384585100582","11.6606170348077","11.9074963815286","12.4181194080519","12.8627714700369","12.9708200802678","13.2364625968975","13.5644749238894","13.7160788216124","13.5713079560935","13.6476082150986","13.3600749518402","13.1178059232546","13.2074442471857","13.8651385188519","13.8786848286882","14.0371717567526","14.2965725335435","14.6081554859905","14.8679487270078","15.5736356858378","16.0634441221077","16.2945085890083","16.3704268618184","15.6690506123827","18.7849942381369","16.7730763895939","16.1662683705433",
"IDA total","IDA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16869201946128","8.26563913212463","8.42966742944622","8.54047408383981","8.54966365587875","8.73153977929505","8.83375838058715","8.94767266775919","9.1024356668484","9.17080398774609","9.058439689186","8.87215170779863","8.67476370360298","8.68297880665488","8.66026637115878","8.31715378305714","8.33357513447252","8.44198801567736","8.50229574935807","8.46845133410249","8.66348144881528","8.99388696572096","9.23685529336962","9.09425677674498","9.72714517264253","9.90627112787473","10.2650879718301","10.3467229678199","10.6949544795991","12.2878276278203","11.841229793251","11.7204142432117",
"IDA blend","IDB","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.07230176353994","6.24440423434868","6.58212618940217","6.9089061640092","7.00920495121236","7.40388952734396","7.44974065106404","7.65788486051595","7.59571295948119","7.31754272753585","7.09846142324873","6.799346758997","6.60747352090258","6.3439151162381","6.10974029199704","5.90612476682567","5.65041387281063","5.75327411942573","5.86867624939648","6.03687067404268","6.22296357034945","7.16758737519434","8.08946801543667","7.46593972825548","8.78989815699773","9.16155953044524","9.71445153001608","10.1971459050858","11.2320186185571","13.0134679731463","12.4027613285761","12.42348435599",
"Indonesia","IDN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.869","8.24","8.56","13.12","13.973","14.941","14.95","16.769","19.298","19.192","19.065","21.465","21.501","23.661","26.379","24.711","22.922","19.701","19.182","17.751","18.478","15.738","16.071","16.042","17.274","16.021","14.571","16.413","13.588","14.772","13.818","13.016",
"IDA only","IDX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1739319368897","9.23309564739741","9.31233530914157","9.32166879854189","9.29046647859822","9.37503744528549","9.51050451437095","9.58351009790642","9.85021199135256","10.0981527405529","10.0468359203775","9.9196941530058","9.7193815042499","9.86675704337966","9.95301870743341","9.54042216480306","9.69657838354928","9.80974834523307","9.84384890360145","9.708643447036","9.90729232490462","9.92173954518479","9.81779060012559","9.91555819184204","10.1974645730154","10.2774913038313","10.5380674581809","10.4206158387783","10.4304278227893","11.9310102489787","11.5428493642731","11.3464577463437",
"Isle of Man","IMN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.875","11.923","11.858","11.845","12.151","12.436","12.646","12.98","13.329","13.501","13.798","14.048","14.424","14.705","14.991","15.742","16.495","17.143","18.098","18.959","19.681","20.549","21.459","22.409","23.374","24.358","25.304","26.353","22.885","30.896","23.893","23.224",
"Not classified","INX","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.605","22.202","24.322","22.401","18.417","17.684","15.507","11.165","8.355","6.382","6.003","7.575","7.907","8.07","8.268","8.271","9.158","13.471","24.526","28.164","29.596","30.806","26.743","23.431","20.257","16.793","14.392","13.747","12.464","15.24","14.461","9.147",
"Iran, Islamic Rep.","IRN","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.344","21.88","21.183","20.439","19.484","18.538","19.822","20.929","22.102","23.119","24.437","25.468","22.864","20.456","23.509","23.57","22.31","23.025","24.657","28.568","26.469","26.684","23.924","25.03","25.994","29.063","28.206","27.541","25.963","23.714","25.609","26.002",
"Iraq","IRQ","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.649","16.326","16.334","16.535","16.582","16.507","16.422","16.526","16.635","16.723","16.98","17.173","17.224","16.959","17.221","17.204","17.269","16.986","16.835","16.6","16.389","16.118","18","19.923","21.199","22.443","25.266","29.555","33.989","36.842","35.604","34.592",
"Iceland","ISL","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.88","9.857","9.932","11.511","11.755","8.371","7.846","6.62","4.005","4.054","4.57","6.18","11.855","11.518","7.06","7.931","6.684","7.885","15.469","15.867","14.156","13.204","10.428","9.585","8.595","6.34","7.563","5.891","8.461","9.875","11.774","10.729",
"Israel","ISR","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.138","22.634","20.682","16.639","14.903","13.536","15.017","16.926","16.697","17.283","18.669","20.806","22.372","20.629","17.841","18.389","16.23","12.475","14.71","14.23","11.835","12.147","10.548","10.596","9.306","8.64","7.266","7.162","6.672","7.931","7.402","6.031",
"Italy","ITA","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.518","28.136","30.136","31.837","33.521","34.804","34.63","33.879","33.025","31.525","27.884","27.222","27.047","24.465","24.126","21.821","20.397","21.202","25.378","27.919","29.205","35.342","40.081","42.707","40.37","37.786","34.741","32.201","29.166","29.383","29.707","23.93",
